"File","Name","Nd","Vd","dPgF","Density"
"CDGM-ZEMAX202409.txt","D-ZLAF85L","1.8537","40.579411","-0.0081","5.28"
"CDGM-ZEMAX202409.txt","D-ZLAF85L-25","1.8526","40.534071","-0.0081","5.28"
"CDGM-ZEMAX202409.txt","D-ZLAF85LS","1.8545","40.593546","-0.008","5.29"
"CDGM-ZEMAX202409.txt","D-ZLAF85LS-25","1.85344","40.557917","-0.008","5.29"
"CDGM-ZEMAX202409.txt","H-FK61GTI","1.497","81.612838","0.0312","3.7"
"CDGM-ZEMAX202409.txt","H-QK3LGTI","1.48749","70.440487","0.0035","2.43"
"CDGM-ZEMAX202409.txt","H-QK30GTI","1.48217","70.299764","0.0047","2.45"
"CDGM-ZEMAX202409.txt","H-K90GTI","1.51948","63.291634","-0.0016","2.52"
"CDGM-ZEMAX202409.txt","QF50GTI","1.58144","40.885954","-0.0018","3.23"
"CDGM-ZEMAX202409.txt","F4GTI","1.62005","36.430327","-0.0007","3.57"
"CDGM-ZEMAX202409.txt","HWS1","0","4.68","4","363"
"CDGM-ZEMAX202409.txt","HWS2","0","4.71","4","293.4"
"CDGM-ZEMAX202409.txt","HWS3","0","4.42","4","414.4"
"CDGM-ZEMAX202409.txt","HWS4","0","4.41","4","277.4"
"CDGM-ZEMAX202409.txt","HWS5","0","4.47","4","228.7"
"CDGM-ZEMAX202409.txt","HWS6","0","4.63","4","140.8"
"CDGM-ZEMAX202409.txt","HWS7","0","4.84","4","378.9"
"CDGM-ZEMAX202409.txt","HWS27","0","3.2","4","186"
"CDGM-ZEMAX202409.txt","H-FK71A","1.456498","90.470884","0.0415","3.64"
"CDGM-ZEMAX202409.txt","H-BAK7A","1.568828","56.127804","-0.0026","2.84"
"CDGM-ZEMAX202409.txt","H-ZK7","1.613095","60.614383","-0.0041","3.51"
"CDGM-ZEMAX202409.txt","QF1","1.5481","45.886233","0.0013","2.94"
"CDGM-ZEMAX202409.txt","QF3","1.575026","41.29692","-0.001","3.18"
"CDGM-ZEMAX202409.txt","QF5","1.582153","42.039634","-0.0014","3.22"
"CDGM-ZEMAX202409.txt","QF6","1.531719","48.755584","-0.0024","2.78"
"CDGM-ZEMAX202409.txt","QF8","1.540718","47.198243","-0.0032","2.86"
"CDGM-ZEMAX202409.txt","F1","1.603417","38.01487","-0.0022","3.43"
"CDGM-ZEMAX202409.txt","F2","1.612929","36.986002","-0.0014","3.5"
"CDGM-ZEMAX202409.txt","F3","1.616592","36.627394","-0.0026","3.57"
"CDGM-ZEMAX202409.txt","F4","1.620047","36.35673","0","3.57"
"CDGM-ZEMAX202409.txt","F5","1.624353","35.938411","-0.0034","3.64"
"CDGM-ZEMAX202409.txt","F6","1.624954","35.577816","-0.0011","3.6"
"CDGM-ZEMAX202409.txt","F7","1.636365","35.386204","-0.0033","3.73"
"CDGM-ZEMAX202409.txt","F13","1.625884","35.713679","-0.0009","3.63"
"CDGM-ZEMAX202409.txt","BAF2","1.569703","49.435926","-0.0007","3.14"
"CDGM-ZEMAX202409.txt","BAF4","1.582712","46.505886","0.0007","3.28"
"CDGM-ZEMAX202409.txt","BAF5","1.605623","43.890292","-0.0008","3.5"
"CDGM-ZEMAX202409.txt","BAF7","1.614131","40.025731","0.0001","3.56"
"CDGM-ZEMAX202409.txt","ZBAF2","1.639616","48.230454","-0.002","3.83"
"CDGM-ZEMAX202409.txt","ZBAF17","1.667554","41.957211","-0.0014","3.8"
"CDGM-ZEMAX202409.txt","ZBAF51","1.682726","44.528543","0.0004","4.14"
"CDGM-ZEMAX202409.txt","ZF1","1.647693","33.836872","0.0006","3.84"
"CDGM-ZEMAX202409.txt","ZF2","1.672707","32.180986","-0.0014","4.08"
"CDGM-ZEMAX202409.txt","ZF3","1.717365","29.510385","0.0012","4.46"
"CDGM-ZEMAX202409.txt","ZF4","1.728251","28.3239","0.0064","4.51"
"CDGM-ZEMAX202409.txt","ZF5","1.739999","28.245048","0.0039","4.65"
"CDGM-ZEMAX202409.txt","ZF8","1.65446","33.651201","-0.0001","3.91"
"CDGM-ZEMAX202409.txt","ZF10","1.688934","31.184753","-0.0002","4.21"
"CDGM-ZEMAX202409.txt","ZF11","1.698949","30.065686","0.0048","4.06"
"CDGM-ZEMAX202409.txt","ZF12","1.761822","26.555686","0.0066","4.64"
"CDGM-ZEMAX202409.txt","ZF13","1.784724","25.754051","0.008","4.87"
"CDGM-ZEMAX202409.txt","ZF50","1.74077","27.76788","0.005","4.46"
"CDGM-ZEMAX202409.txt","ZF51","1.784701","26.075871","0.0052","4.99"
"CDGM-ZEMAX202409.txt","H-ZF52A","1.84667","23.791236","0.0151","3.52"
"CDGM-ZEMAX202409.txt","ZF52","1.846669","23.827549","0.014","5.49"
"CDGM-ZEMAX202409.txt","H-ZLAF68B","1.883004","40.806875","-0.0067","5.53"
"CDGM-ZEMAX202409.txt","TF3","1.612423","44.093486","-0.0073","3.25"
"CDGM-ZEMAX202409.txt","H-TF8","1.72046","34.757746","-0.0014","3.51"
"NHG202501.txt","S-FK61","1.496996","81.555509","0.0305","3.67"
"NHG202501.txt","H-FK61","1.496996","81.555509","0.0305","3.67"
"NHG202501.txt","S-FK69","1.592828","68.6293","0.0145","4.07"
"NHG202501.txt","H-FK69","1.592828","68.6293","0.0145","4.07"
"NHG202501.txt","S-FK76","1.550318","75.508716","0.021","4.13"
"NHG202501.txt","H-FK76","1.550318","75.508716","0.021","4.13"
"NHG202501.txt","S-FK90","1.458596","90.172097","0.045","3.64"
"NHG202501.txt","H-FK90","1.458596","90.172097","0.045","3.64"
"NHG202501.txt","S-FK95","1.437001","95.12334","0.0475","3.56"
"NHG202501.txt","H-FK95","1.437001","95.12334","0.0475","3.56"
"NHG202501.txt","S-QK3L","1.487487","70.393467","0.0037","2.48"
"NHG202501.txt","H-QK3L","1.487487","70.393467","0.0037","2.48"
"NHG202501.txt","S-PK60","1.593492","66.987879","0.0039","3.27"
"NHG202501.txt","H-PK60","1.593492","66.987879","0.0039","3.27"
"NHG202501.txt","S-PK62A","1.617996","63.356702","0.0012","3.53"
"NHG202501.txt","H-PK62A","1.617996","63.356702","0.0012","3.53"
"NHG202501.txt","S-PK63","1.603001","65.452382","0.0023","3.64"
"NHG202501.txt","H-PK63","1.603001","65.452382","0.0023","3.64"
"NHG202501.txt","S-PK65","1.619964","63.926917","0.0045","3.52"
"NHG202501.txt","H-PK65","1.619964","63.926917","0.0045","3.52"
"NHG202501.txt","H-PK71","1.569071","71.298607","0.0199","4.27"
"NHG202501.txt","S-PK71","1.569071","71.298607","0.0199","4.27"
"NHG202501.txt","S-K6","1.511122","60.460477","0","2.53"
"NHG202501.txt","H-K6","1.511122","60.460477","0","2.53"
"NHG202501.txt","S-K9L","1.516794","64.19914","0.0009","2.49"
"NHG202501.txt","H-K9L","1.516794","64.19914","0.0009","2.49"
"NHG202501.txt","S-K10","1.518172","58.934085","0.0004","2.52"
"NHG202501.txt","H-K10","1.518172","58.934085","0.0004","2.52"
"NHG202501.txt","S-K12","1.533587","55.467409","-0.0036","2.73"
"NHG202501.txt","H-K12","1.533587","55.467409","-0.0036","2.73"
"NHG202501.txt","S-K51","1.523076","58.632139","-0.0059","2.52"
"NHG202501.txt","H-K51","1.523076","58.632139","-0.0059","2.52"
"NHG202501.txt","S-BAK2","1.53996","59.683117","-0.0002","2.85"
"NHG202501.txt","H-BAK2","1.53996","59.683117","-0.0002","2.85"
"NHG202501.txt","S-BAK7B","1.568826","56.042013","-0.0017","2.85"
"NHG202501.txt","H-BAK7B","1.568826","56.042013","-0.0017","2.85"
"NHG202501.txt","S-BAK8","1.572498","57.45189","0.0001","3.17"
"NHG202501.txt","H-BAK8","1.572498","57.45189","0.0001","3.17"
"NHG202501.txt","H-ZK2","1.58313","59.417874","0.0007","3.12"
"NHG202501.txt","S-ZK2","1.58313","59.417874","0.0007","3.12"
"NHG202501.txt","S-ZK3A","1.589122","61.238816","-0.0002","3.31"
"NHG202501.txt","H-ZK3A","1.589122","61.238816","-0.0002","3.31"
"NHG202501.txt","S-ZK6","1.612716","58.605083","-0.0004","3.59"
"NHG202501.txt","H-ZK6","1.612716","58.605083","-0.0004","3.59"
"NHG202501.txt","S-ZK7","1.613092","60.600573","-0.0025","3.5"
"NHG202501.txt","H-ZK7","1.613092","60.600573","-0.0025","3.5"
"NHG202501.txt","S-ZK9","1.620405","60.295118","-0.0035","3.57"
"NHG202501.txt","H-ZK9","1.620405","60.295118","-0.0035","3.57"
"NHG202501.txt","S-ZK9A","1.620408","60.362686","-0.0035","3.55"
"NHG202501.txt","H-ZK9A","1.620408","60.362686","-0.0035","3.55"
"NHG202501.txt","S-ZK10","1.622089","56.685961","-0.0015","3.63"
"NHG202501.txt","H-ZK10","1.622089","56.685961","-0.0015","3.63"
"NHG202501.txt","S-ZK10N","1.622798","56.960007","-0.0028","3.64"
"NHG202501.txt","H-ZK10N","1.622798","56.960007","-0.0028","3.64"
"NHG202501.txt","S-ZK11","1.638536","55.429194","-0.001","3.67"
"NHG202501.txt","H-ZK11","1.638536","55.429194","-0.001","3.67"
"NHG202501.txt","S-ZK14","1.603107","60.64783","-0.0023","3.42"
"NHG202501.txt","H-ZK14","1.603107","60.64783","-0.0023","3.42"
"NHG202501.txt","S-ZK20","1.617201","53.926963","-0.0037","3.6"
"NHG202501.txt","H-ZK20","1.617201","53.926963","-0.0037","3.6"
"NHG202501.txt","S-ZK21","1.622987","58.071717","-0.0022","3.61"
"NHG202501.txt","H-ZK21","1.622987","58.071717","-0.0022","3.61"
"NHG202501.txt","S-ZK50","1.607379","56.65374","-0.002","3.47"
"NHG202501.txt","H-ZK50","1.607379","56.65374","-0.002","3.47"
"NHG202501.txt","S-LAK1","1.659492","57.376144","-0.004","3.64"
"NHG202501.txt","H-LAK1","1.659492","57.376144","-0.004","3.64"
"NHG202501.txt","S-LAK2","1.690991","54.746808","-0.0089","3.63"
"NHG202501.txt","H-LAK2","1.690991","54.746808","-0.0089","3.63"
"NHG202501.txt","S-LAK2H","1.692122","54.544682","-0.0116","3.53"
"NHG202501.txt","H-LAK2H","1.692122","54.544682","-0.0116","3.53"
"NHG202501.txt","S-LAK3","1.746927","50.920218","-0.0085","4.1"
"NHG202501.txt","H-LAK3","1.746927","50.920218","-0.0085","4.1"
"NHG202501.txt","S-LAK4L","1.639999","60.223112","-0.0093","2.98"
"NHG202501.txt","H-LAK4L","1.639999","60.223112","-0.0093","2.98"
"NHG202501.txt","S-LAK5A","1.677904","55.530426","-0.0084","3.53"
"NHG202501.txt","H-LAK5A","1.677904","55.530426","-0.0084","3.53"
"NHG202501.txt","S-LAK6","1.693492","53.348586","-0.01","3.57"
"NHG202501.txt","H-LAK6","1.693492","53.348586","-0.01","3.57"
"NHG202501.txt","S-LAK7","1.712991","53.93191","-0.0071","3.78"
"NHG202501.txt","H-LAK7","1.712991","53.93191","-0.0071","3.78"
"NHG202501.txt","S-LAK8A","1.719993","50.331734","-0.0097","3.87"
"NHG202501.txt","H-LAK8A","1.719993","50.331734","-0.0097","3.87"
"NHG202501.txt","H-LAK8B","1.72","50.342168","-0.0083","3.91"
"NHG202501.txt","S-LAK8B","1.72","50.342168","-0.0083","3.91"
"NHG202501.txt","S-LAK9","1.699305","51.122987","-0.0018","4.26"
"NHG202501.txt","H-LAK9","1.699305","51.122987","-0.0018","4.26"
"NHG202501.txt","S-LAK10","1.651131","55.865006","-0.0074","3.72"
"NHG202501.txt","H-LAK10","1.651131","55.865006","-0.0074","3.72"
"NHG202501.txt","S-LAK11","1.650999","56.20998","-0.0068","3.34"
"NHG202501.txt","H-LAK11","1.650999","56.20998","-0.0068","3.34"
"NHG202501.txt","S-LAK12","1.69679","56.185558","-0.0108","3.71"
"NHG202501.txt","H-LAK12","1.69679","56.185558","-0.0108","3.71"
"NHG202501.txt","S-LAK50A","1.651597","58.394259","-0.0034","3.48"
"NHG202501.txt","H-LAK50A","1.651597","58.394259","-0.0034","3.48"
"NHG202501.txt","S-LAK51","1.696796","55.43873","-0.0095","3.69"
"NHG202501.txt","H-LAK51","1.696796","55.43873","-0.0095","3.69"
"NHG202501.txt","S-LAK51A","1.696805","55.509508","-0.0095","3.65"
"NHG202501.txt","H-LAK51A","1.696805","55.509508","-0.0095","3.65"
"NHG202501.txt","S-LAK52","1.729154","54.641724","-0.0077","3.98"
"NHG202501.txt","H-LAK52","1.729154","54.641724","-0.0077","3.98"
"NHG202501.txt","S-LAK53A","1.754998","52.309243","-0.0099","4.24"
"NHG202501.txt","H-LAK53A","1.754998","52.309243","-0.0099","4.24"
"NHG202501.txt","S-LAK53B","1.755004","52.349145","-0.0092","4.18"
"NHG202501.txt","H-LAK53B","1.755004","52.349145","-0.0092","4.18"
"NHG202501.txt","S-LAK54","1.733998","51.014759","-0.0121","4.07"
"NHG202501.txt","H-LAK54","1.733998","51.014759","-0.0121","4.07"
"NHG202501.txt","S-LAK61","1.740992","52.710509","-0.0077","4.1"
"NHG202501.txt","H-LAK61","1.740992","52.710509","-0.0077","4.1"
"NHG202501.txt","S-LAK68","1.677894","50.698751","-0.0034","3.86"
"NHG202501.txt","H-LAK68","1.677894","50.698751","-0.0034","3.86"
"NHG202501.txt","H-LAK72","1.724","52.497051","-0.0075","4.01"
"NHG202501.txt","S-LAK72","1.724","52.497051","-0.0075","4.01"
"NHG202501.txt","S-LAK77","1.775353","50.308672","-0.0091","4.35"
"NHG202501.txt","H-LAK77","1.775353","50.308672","-0.0091","4.35"
"NHG202501.txt","S-KF6","1.517414","52.157709","0.0054","2.52"
"NHG202501.txt","H-KF6","1.517414","52.157709","0.0054","2.52"
"NHG202501.txt","S-QF14","1.595504","39.203759","0.0064","2.71"
"NHG202501.txt","H-QF14","1.595504","39.203759","0.0064","2.71"
"NHG202501.txt","S-QF50","1.581438","40.913154","-0.0018","2.64"
"NHG202501.txt","H-QF50","1.581438","40.913154","-0.0018","2.64"
"NHG202501.txt","S-F1","1.603419","37.999741","0.0016","2.63"
"NHG202501.txt","H-F1","1.603419","37.999741","0.0016","2.63"
"NHG202501.txt","S-F4","1.620045","36.334097","0.0053","2.66"
"NHG202501.txt","H-F4","1.620045","36.334097","0.0053","2.66"
"NHG202501.txt","S-F13","1.625879","35.673663","0.0043","2.72"
"NHG202501.txt","H-F13","1.625879","35.673663","0.0043","2.72"
"NHG202501.txt","S-ZF1","1.647696","33.849224","0.003","2.73"
"NHG202501.txt","H-ZF1","1.647696","33.849224","0.003","2.73"
"NHG202501.txt","S-ZF1B","1.647683","33.853976","0.003","2.77"
"NHG202501.txt","H-ZF1B","1.647683","33.853976","0.003","2.77"
"NHG202501.txt","S-ZF2","1.672696","32.159878","0.0086","2.9"
"NHG202501.txt","H-ZF2","1.672696","32.159878","0.0086","2.9"
"NHG202501.txt","S-ZF3","1.717363","29.506542","0.0095","3.06"
"NHG202501.txt","H-ZF3","1.717363","29.506542","0.0095","3.06"
"NHG202501.txt","S-ZF4","1.728249","28.324976","0.0105","3.05"
"NHG202501.txt","H-ZF4","1.728249","28.324976","0.0105","3.05"
"NHG202501.txt","S-ZF4GT","1.728249","28.324976","0.0105","3.05"
"NHG202501.txt","H-ZF4A","1.728248","28.318772","0.0105","3.05"
"NHG202501.txt","S-ZF4A","1.728248","28.318772","0.0105","3.05"
"NHG202501.txt","H-ZF4AGT","1.728248","28.318772","0.0105","3.05"
"NHG202501.txt","S-ZF4AGT","1.728248","28.318772","0.0105","3.05"
"NHG202501.txt","H-ZF4GT","1.728249","28.324976","0.0105","3.05"
"NHG202501.txt","S-ZF5","1.74","28.290105","0.011","3.09"
"NHG202501.txt","H-ZF5","1.74","28.290105","0.011","3.09"
"NHG202501.txt","S-ZF5GT","1.74","28.290105","0.011","3.09"
"NHG202501.txt","H-ZF5GT","1.74","28.290105","0.011","3.09"
"NHG202501.txt","S-ZF6","1.755202","27.542325","0.0105","3.15"
"NHG202501.txt","H-ZF6","1.755202","27.542325","0.0105","3.15"
"NHG202501.txt","S-ZF6GT","1.755202","27.542325","0.0105","3.15"
"NHG202501.txt","H-ZF6GT","1.755202","27.542325","0.0105","3.15"
"NHG202501.txt","S-ZF7L","1.805179","25.448202","0.0142","3.38"
"NHG202501.txt","H-ZF7L","1.805179","25.448202","0.0142","3.38"
"NHG202501.txt","S-ZF7LGT","1.805179","25.448202","0.0142","3.38"
"NHG202501.txt","H-ZF7LGT","1.805179","25.448202","0.0142","3.38"
"NHG202501.txt","S-ZF10","1.688934","31.156917","0.007","2.93"
"NHG202501.txt","H-ZF10","1.688934","31.156917","0.007","2.93"
"NHG202501.txt","S-ZF11","1.69895","30.052043","0.0087","2.96"
"NHG202501.txt","H-ZF11","1.69895","30.052043","0.0087","2.96"
"NHG202501.txt","S-ZF12","1.761821","26.619569","0.0129","3.16"
"NHG202501.txt","H-ZF12","1.761821","26.619569","0.0129","3.16"
"NHG202501.txt","S-ZF12GT","1.761821","26.619569","0.0129","3.16"
"NHG202501.txt","H-ZF12GT","1.761821","26.619569","0.0129","3.16"
"NHG202501.txt","S-ZF13","1.78472","25.72922","0.0133","3.22"
"NHG202501.txt","H-ZF13","1.78472","25.72922","0.0133","3.22"
"NHG202501.txt","S-ZF13GT","1.78472","25.72922","0.0133","3.22"
"NHG202501.txt","H-ZF13GT","1.78472","25.72922","0.0133","3.22"
"NHG202501.txt","S-ZF50","1.740771","27.766042","0.0103","3.05"
"NHG202501.txt","H-ZF50","1.740771","27.766042","0.0103","3.05"
"NHG202501.txt","S-ZF50GT","1.740771","27.766042","0.0103","3.05"
"NHG202501.txt","H-ZF50GT","1.740771","27.766042","0.0103","3.05"
"NHG202501.txt","S-ZF52N","1.846657","23.789972","0.0154","3.54"
"NHG202501.txt","H-ZF52N","1.846657","23.789972","0.0154","3.54"
"NHG202501.txt","S-ZF52NGT","1.846657","23.789972","0.0154","3.54"
"NHG202501.txt","H-ZF52NGT","1.846657","23.789972","0.0154","3.54"
"NHG202501.txt","S-ZF56","1.854787","24.801665","0.0094","3.49"
"NHG202501.txt","H-ZF56","1.854787","24.801665","0.0094","3.49"
"NHG202501.txt","S-ZF62","1.922862","20.886305","0.0284","3.93"
"NHG202501.txt","H-ZF62","1.922862","20.886305","0.0284","3.93"
"NHG202501.txt","S-ZF62GT","1.922862","20.886305","0.0284","3.93"
"NHG202501.txt","H-ZF62GT","1.922862","20.886305","0.0284","3.93"
"NHG202501.txt","S-ZF72B","1.922857","18.899816","0.0377","3.57"
"NHG202501.txt","H-ZF72B","1.922857","18.899816","0.0377","3.57"
"NHG202501.txt","S-ZF72GT","1.922857","18.899816","0.0377","3.57"
"NHG202501.txt","H-ZF72GT","1.922857","18.899816","0.0377","3.57"
"NHG202501.txt","S-ZF75A","1.945948","17.988963","0.0412","3.53"
"NHG202501.txt","H-ZF75A","1.945948","17.988963","0.0412","3.53"
"NHG202501.txt","S-ZF75GT","1.945948","17.988963","0.0412","3.53"
"NHG202501.txt","H-ZF75GT","1.945948","17.988963","0.0412","3.53"
"NHG202501.txt","S-ZF76","1.959059","17.47225","0.042","3.56"
"NHG202501.txt","H-ZF76","1.959059","17.47225","0.042","3.56"
"NHG202501.txt","S-TF3L","1.613394","44.124974","-0.008","2.84"
"NHG202501.txt","H-TF3L","1.613394","44.124974","-0.008","2.84"
"NHG202501.txt","S-ZBAF3","1.656911","51.144642","-0.0023","3.89"
"NHG202501.txt","H-ZBAF3","1.656911","51.144642","-0.0023","3.89"
"NHG202501.txt","S-ZBAF5","1.671025","47.292797","0.0008","3.58"
"NHG202501.txt","H-ZBAF5","1.671025","47.292797","0.0008","3.58"
"NHG202501.txt","S-ZBAF10","1.617726","49.806812","-0.001","3.16"
"NHG202501.txt","H-ZBAF10","1.617726","49.806812","-0.001","3.16"
"NHG202501.txt","S-ZBAF16","1.666715","48.396742","-0.0003","3.67"
"NHG202501.txt","H-ZBAF16","1.666715","48.396742","-0.0003","3.67"
"NHG202501.txt","S-ZBAF16A","1.666719","48.409116","-0.0032","3.63"
"NHG202501.txt","H-ZBAF16A","1.666719","48.409116","-0.0032","3.63"
"NHG202501.txt","S-ZBAF20","1.701541","41.176531","0.0013","3.64"
"NHG202501.txt","H-ZBAF20","1.701541","41.176531","0.0013","3.64"
"NHG202501.txt","S-ZBAF21","1.723412","37.999234","0.0014","3.61"
"NHG202501.txt","H-ZBAF21","1.723412","37.999234","0.0014","3.61"
"NHG202501.txt","S-ZBAF50","1.658436","50.844235","-0.0015","3.9"
"NHG202501.txt","H-ZBAF50","1.658436","50.844235","-0.0015","3.9"
"NHG202501.txt","S-ZBAF52","1.670029","47.195831","-0.0024","3.49"
"NHG202501.txt","H-ZBAF52","1.670029","47.195831","-0.0024","3.49"
"NHG202501.txt","S-ZBAF65","1.654113","39.676229","-0.005","3.01"
"NHG202501.txt","H-ZBAF65","1.654113","39.676229","-0.005","3.01"
"NHG202501.txt","S-LAF1","1.693622","49.204598","-0.0016","3.97"
"NHG202501.txt","H-LAF1","1.693622","49.204598","-0.0016","3.97"
"NHG202501.txt","S-LAF2","1.716986","47.896793","-0.0057","4.18"
"NHG202501.txt","H-LAF2","1.716986","47.896793","-0.0057","4.18"
"NHG202501.txt","S-LAF2A","1.716997","47.895527","-0.0037","4.21"
"NHG202501.txt","H-LAF2A","1.716997","47.895527","-0.0037","4.21"
"NHG202501.txt","S-LAF3B","1.744","44.892639","-0.006","4.32"
"NHG202501.txt","H-LAF3B","1.744","44.892639","-0.006","4.32"
"NHG202501.txt","H-LAF3C","1.743998","44.902483","-0.006","4.34"
"NHG202501.txt","S-LAF3C","1.743998","44.902483","-0.006","4.34"
"NHG202501.txt","S-LAF4","1.7495","35.011465","0.0013","3.85"
"NHG202501.txt","H-LAF4","1.7495","35.011465","0.0013","3.85"
"NHG202501.txt","S-LAF4A","1.749499","35.022728","0.0027","3.84"
"NHG202501.txt","H-LAF4A","1.749499","35.022728","0.0027","3.84"
"NHG202501.txt","S-LAF6LB","1.756995","47.698657","-0.0097","4.25"
"NHG202501.txt","H-LAF6LB","1.756995","47.698657","-0.0097","4.25"
"NHG202501.txt","S-LAF7","1.78179","37.078745","-0.0003","4.13"
"NHG202501.txt","H-LAF7","1.78179","37.078745","-0.0003","4.13"
"NHG202501.txt","S-LAF10A","1.787993","47.469992","-0.0108","4.28"
"NHG202501.txt","H-LAF10A","1.787993","47.469992","-0.0108","4.28"
"NHG202501.txt","S-LAF50","1.772494","49.578677","-0.009","4.27"
"NHG202501.txt","H-LAF50","1.772494","49.578677","-0.009","4.27"
"NHG202501.txt","S-LAF50B","1.772497","49.598857","-0.0097","4.23"
"NHG202501.txt","H-LAF50B","1.772497","49.598857","-0.0097","4.23"
"NHG202501.txt","S-LAF51","1.699992","48.056847","-0.0019","4.01"
"NHG202501.txt","H-LAF51","1.699992","48.056847","-0.0019","4.01"
"NHG202501.txt","S-LAF52","1.785895","44.174617","-0.0068","4.38"
"NHG202501.txt","H-LAF52","1.785895","44.174617","-0.0068","4.38"
"NHG202501.txt","S-LAF53","1.743297","49.238486","-0.0082","4.15"
"NHG202501.txt","H-LAF53","1.743297","49.238486","-0.0082","4.15"
"NHG202501.txt","S-LAF54","1.799497","42.320071","-0.0072","4.4"
"NHG202501.txt","H-LAF54","1.799497","42.320071","-0.0072","4.4"
"NHG202501.txt","S-LAF55","1.749505","35.336343","-0.0061","3.23"
"NHG202501.txt","H-LAF55","1.749505","35.336343","-0.0061","3.23"
"NHG202501.txt","S-LAF56","1.799517","42.241245","-0.006","4.6"
"NHG202501.txt","H-LAF56","1.799517","42.241245","-0.006","4.6"
"NHG202501.txt","S-LAF62","1.720003","43.658445","-0.0038","3.71"
"NHG202501.txt","H-LAF62","1.720003","43.658445","-0.0038","3.71"
