"File","Name","Nd","Vd","dPgF","Density"
"NHG202501.txt","S-LAF72","1.720001","46.034845","-0.0021","3.88"
"NHG202501.txt","H-LAF72","1.720001","46.034845","-0.0021","3.88"
"NHG202501.txt","S-LAF76","1.762005","40.086686","-0.0036","3.97"
"NHG202501.txt","H-LAF76","1.762005","40.086686","-0.0036","3.97"
"NHG202501.txt","S-ZLAF1","1.801654","44.27017","-0.0091","4.41"
"NHG202501.txt","H-ZLAF1","1.801654","44.27017","-0.0091","4.41"
"NHG202501.txt","S-ZLAF2","1.802784","46.727914","-0.0079","4.68"
"NHG202501.txt","H-ZLAF2","1.802784","46.727914","-0.0079","4.68"
"NHG202501.txt","S-ZLAF3","1.855442","36.570666","-0.0033","4.59"
"NHG202501.txt","H-ZLAF3","1.855442","36.570666","-0.0033","4.59"
"NHG202501.txt","S-ZLAF50","1.803999","46.56056","-0.0095","4.47"
"NHG202501.txt","H-ZLAF50","1.803999","46.56056","-0.0095","4.47"
"NHG202501.txt","S-ZLAF51","1.804501","39.621321","-0.0048","4.26"
"NHG202501.txt","H-ZLAF51","1.804501","39.621321","-0.0048","4.26"
"NHG202501.txt","S-ZLAF52","1.8061","40.92767","-0.0077","4.35"
"NHG202501.txt","H-ZLAF52","1.8061","40.92767","-0.0077","4.35"
"NHG202501.txt","S-ZLAF53","1.833996","37.3209","0.0005","4.56"
"NHG202501.txt","H-ZLAF53","1.833996","37.3209","0.0005","4.56"
"NHG202501.txt","S-ZLAF54","1.815997","46.543399","-0.0112","5.04"
"NHG202501.txt","H-ZLAF54","1.815997","46.543399","-0.0112","5.04"
"NHG202501.txt","H-ZLAF54A","1.815999","46.551778","-0.0089","4.99"
"NHG202501.txt","S-ZLAF54A","1.815999","46.551778","-0.0089","4.99"
"NHG202501.txt","S-ZLAF55F","1.834796","42.72929","-0.0077","4.66"
"NHG202501.txt","H-ZLAF55F","1.834796","42.72929","-0.0077","4.66"
"NHG202501.txt","S-ZLAF56","1.806095","33.25428","0.0039","3.56"
"NHG202501.txt","H-ZLAF56","1.806095","33.25428","0.0039","3.56"
"NHG202501.txt","S-ZLAF56B","1.806096","33.266041","0.0043","3.75"
"NHG202501.txt","H-ZLAF56B","1.806096","33.266041","0.0043","3.75"
"NHG202501.txt","S-ZLAF57","1.800006","29.832716","0.0058","3.73"
"NHG202501.txt","H-ZLAF57","1.800006","29.832716","0.0058","3.73"
"NHG202501.txt","S-ZLAF59","1.8515","40.760621","-0.0064","4.72"
"NHG202501.txt","H-ZLAF59","1.8515","40.760621","-0.0064","4.72"
"NHG202501.txt","S-ZLAF60","1.850266","32.267394","0.0009","4"
"NHG202501.txt","H-ZLAF60","1.850266","32.267394","0.0009","4"
"NHG202501.txt","S-ZLAF60GT","1.850266","32.267394","0.0009","4"
"NHG202501.txt","H-ZLAF60GT","1.850266","32.267394","0.0009","4"
"NHG202501.txt","H-ZLAF60A","1.850262","32.27262","0.0028","4.43"
"NHG202501.txt","S-ZLAF60A","1.850262","32.27262","0.0028","4.43"
"NHG202501.txt","S-ZLAF64","1.870704","40.733655","-0.0076","4.84"
"NHG202501.txt","H-ZLAF64","1.870704","40.733655","-0.0076","4.84"
"NHG202501.txt","S-ZLAF65","1.874085","30.553714","0.0083","4.55"
"NHG202501.txt","H-ZLAF65","1.874085","30.553714","0.0083","4.55"
"NHG202501.txt","S-ZLAF66A","1.800988","34.975184","0.0021","3.76"
"NHG202501.txt","H-ZLAF66A","1.800988","34.975184","0.0021","3.76"
"NHG202501.txt","S-ZLAF67","1.881002","40.129704","-0.0071","5.2"
"NHG202501.txt","H-ZLAF67","1.881002","40.129704","-0.0071","5.2"
"NHG202501.txt","S-ZLAF68A","1.882993","40.785419","-0.0067","5.47"
"NHG202501.txt","H-ZLAF68A","1.882993","40.785419","-0.0067","5.47"
"NHG202501.txt","S-ZLAF68L","1.883008","39.22153","-0.0086","5.12"
"NHG202501.txt","H-ZLAF68L","1.883008","39.22153","-0.0086","5.12"
"NHG202501.txt","S-ZLAF70","1.903664","31.315705","0.0031","4.54"
"NHG202501.txt","H-ZLAF70","1.903664","31.315705","0.0031","4.54"
"NHG202501.txt","S-ZLAF70GT","1.903664","31.315705","0.0031","4.54"
"NHG202501.txt","H-ZLAF70GT","1.903664","31.315705","0.0031","4.54"
"NHG202501.txt","S-ZLAF70B","1.903653","31.299045","0.0052","4.53"
"NHG202501.txt","H-ZLAF70B","1.903653","31.299045","0.0052","4.53"
"NHG202501.txt","S-ZLAF72","1.91082","35.237922","-0.0014","4.88"
"NHG202501.txt","H-ZLAF72","1.91082","35.237922","-0.0014","4.88"
"NHG202501.txt","S-ZLAF72A","1.91082","35.252177","-0.0014","4.82"
"NHG202501.txt","H-ZLAF72A","1.91082","35.252177","-0.0014","4.82"
"NHG202501.txt","S-ZLAF75","1.950007","29.372612","0.0043","4.77"
"NHG202501.txt","H-ZLAF75","1.950007","29.372612","0.0043","4.77"
"NHG202501.txt","S-ZLAF76","1.850134","30.065285","0.0042","3.97"
"NHG202501.txt","H-ZLAF76","1.850134","30.065285","0.0042","3.97"
"NHG202501.txt","H-ZLAF76A","1.850126","30.058678","0.0056","4.06"
"NHG202501.txt","S-ZLAF76A","1.850126","30.058678","0.0056","4.06"
"NHG202501.txt","S-ZLAF77A","1.953751","32.312957","0.0005","4.94"
"NHG202501.txt","H-ZLAF77A","1.953751","32.312957","0.0005","4.94"
"NHG202501.txt","S-ZLAF78","1.900684","37.116053","-0.0066","5.05"
"NHG202501.txt","H-ZLAF78","1.900684","37.116053","-0.0066","5.05"
"NHG202501.txt","S-ZLAF79","1.921193","23.956514","0.0146","3.86"
"NHG202501.txt","H-ZLAF79","1.921193","23.956514","0.0146","3.86"
"NHG202501.txt","S-ZLAF80","2.000693","25.466293","0.0146","4.76"
"NHG202501.txt","H-ZLAF80","2.000693","25.466293","0.0146","4.76"
"NHG202501.txt","H-ZLAF80A","2.000693","25.466293","0.0146","4.76"
"NHG202501.txt","S-ZLAF80A","2.000693","25.466293","0.0146","4.76"
"NHG202501.txt","S-ZLAF82","2.001002","29.133646","0.0045","5.02"
"NHG202501.txt","H-ZLAF82","2.001002","29.133646","0.0045","5.02"
"NHG202501.txt","H-ZLAF82GT","2.001002","29.133646","0.0045","5.02"
"NHG202501.txt","S-ZLAF82GT","2.001002","29.133646","0.0045","5.02"
"NHG202501.txt","S-ZLAF86","1.882518","26.995659","0.0137","4.05"
"NHG202501.txt","H-ZLAF86","1.882518","26.995659","0.0137","4.05"
"NHG202501.txt","S-ZLAF95","2.050907","26.954089","0.0052","5.27"
"NHG202501.txt","H-ZLAF95","2.050907","26.954089","0.0052","5.27"
"NHG202501.txt","S-BIF200","2.002722","19.315968","0.0304","5.1"
"NHG202501.txt","H-BIF200","2.002722","19.315968","0.0304","5.1"
"NHG202501.txt","L-FK61","1.496996","81.555509","0.0305","3.67"
"NHG202501.txt","D-FK61","1.496996","81.555509","0.0305","3.67"
"NHG202501.txt","L-FK61@4","1.49752","81.642685","0.0305","3.67"
"NHG202501.txt","D-FK61@4","1.49752","81.642685","0.0305","3.67"
"NHG202501.txt","L-FK61@MY","1.495818","81.575229","0.0305","3.67"
"NHG202501.txt","D-FK61@MY","1.495818","81.575229","0.0305","3.67"
"NHG202501.txt","D-FK61-M70","1.496495","81.522928","0.0288","3.67"
"NHG202501.txt","L-FK61-M70","1.496495","81.522928","0.0288","3.67"
"NHG202501.txt","D-FK61-M70@4","1.496999","81.608093","0.0289","3.67"
"NHG202501.txt","L-FK61-M70@4","1.496999","81.608093","0.0289","3.67"
"NHG202501.txt","D-FK61-M70@MY","1.495295","81.479759","0.0279","3.67"
"NHG202501.txt","L-FK61-M70@MY","1.495295","81.479759","0.0279","3.67"
"NHG202501.txt","L-FK90","1.458596","90.172097","0.045","3.64"
"NHG202501.txt","D-FK90","1.458596","90.172097","0.045","3.64"
"NHG202501.txt","L-FK90@MY","1.457637","90.184389","0.045","3.64"
"NHG202501.txt","D-FK90@MY","1.457637","90.184389","0.045","3.64"
"NHG202501.txt","L-FK95","1.437001","95.12334","0.0475","3.56"
"NHG202501.txt","D-FK95","1.437001","95.12334","0.0475","3.56"
"NHG202501.txt","L-FK95@MY","1.436207","94.909412","0.0475","3.56"
"NHG202501.txt","D-FK95@MY","1.436207","94.909412","0.0475","3.56"
"NHG202501.txt","L-K9","1.516326","64.06745","-0.0025","2.39"
"NHG202501.txt","D-K9","1.516326","64.06745","-0.0025","2.39"
"NHG202501.txt","L-K9@4","1.51682","64.127979","-0.0025","2.39"
"NHG202501.txt","D-K9@4","1.51682","64.127979","-0.0025","2.39"
"NHG202501.txt","L-K9@MY","1.515115","64.058153","-0.0025","2.39"
"NHG202501.txt","D-K9@MY","1.515115","64.058153","-0.0025","2.39"
"NHG202501.txt","D-K9-M70","1.515506","63.896122","-0.0045","2.39"
"NHG202501.txt","L-K9-M70","1.515506","63.896122","-0.0045","2.39"
"NHG202501.txt","D-K9-M70@4","1.516002","64.013066","-0.0038","2.39"
"NHG202501.txt","L-K9-M70@4","1.516002","64.013066","-0.0038","2.39"
"NHG202501.txt","D-K9-M70@MY","1.514299","63.939639","0.0012","2.39"
"NHG202501.txt","L-K9-M70@MY","1.514299","63.939639","0.0012","2.39"
"NHG202501.txt","L-PK60","1.592009","66.950041","0.0077","3.27"
"NHG202501.txt","D-PK60","1.592009","66.950041","0.0077","3.27"
"NHG202501.txt","L-PK60@MY","1.58983","66.851898","0.0077","3.27"
"NHG202501.txt","D-PK60@MY","1.58983","66.851898","0.0077","3.27"
"NHG202501.txt","L-PK62","1.618804","63.820797","0.0083","3.51"
"NHG202501.txt","D-PK62","1.618804","63.820797","0.0083","3.51"
"NHG202501.txt","L-PK62@4","1.619599","63.941527","0.0083","3.51"
"NHG202501.txt","D-PK62@4","1.619599","63.941527","0.0083","3.51"
"NHG202501.txt","L-PK62@MY","1.616798","63.510315","0.0083","3.51"
"NHG202501.txt","D-PK62@MY","1.616798","63.510315","0.0083","3.51"
"NHG202501.txt","D-PK62-118","1.62087","63.827945","0","3.61"
"NHG202501.txt","L-PK70","1.525","70.26177","0.0033","2.63"
"NHG202501.txt","D-PK70","1.525","70.26177","0.0033","2.63"
"NHG202501.txt","L-PK70@4","1.526505","70.322168","0.0033","2.63"
"NHG202501.txt","D-PK70@4","1.526505","70.322168","0.0033","2.63"
"NHG202501.txt","L-PK70@MY","1.521256","70.303523","0.0033","2.63"
"NHG202501.txt","D-PK70@MY","1.521256","70.303523","0.0033","2.63"
"NHG202501.txt","L-ZK2N","1.587002","59.592198","-0.0025","2.98"
"NHG202501.txt","D-ZK2N","1.587002","59.592198","-0.0025","2.98"
"NHG202501.txt","L-ZK2N@4","1.587777","59.662089","-0.0025","2.98"
"NHG202501.txt","D-ZK2N@4","1.587777","59.662089","-0.0025","2.98"
"NHG202501.txt","L-ZK2N@MY","1.585121","59.445681","-0.0025","2.98"
"NHG202501.txt","D-ZK2N@MY","1.585121","59.445681","-0.0025","2.98"
"NHG202501.txt","L-ZK3L","1.589127","61.214718","-0.0065","2.79"
"NHG202501.txt","D-ZK3L","1.589127","61.214718","-0.0065","2.79"
"NHG202501.txt","L-ZK3L@4","1.589982","61.307871","-0.0065","2.79"
"NHG202501.txt","D-ZK3L@4","1.589982","61.307871","-0.0065","2.79"
"NHG202501.txt","L-ZK3L@MY","1.587065","61.086256","-0.0065","2.79"
"NHG202501.txt","D-ZK3L@MY","1.587065","61.086256","-0.0065","2.79"
"NHG202501.txt","L-ZK3L-M90","1.58831","60.991703","-0.0039","2.8"
"NHG202501.txt","D-ZK3L-M90","1.58831","60.991703","-0.0039","2.8"
"NHG202501.txt","L-ZK3L-M90@4","1.589132","61.190318","-0.0039","2.8"
"NHG202501.txt","D-ZK3L-M90@4","1.589132","61.190318","-0.0039","2.8"
"NHG202501.txt","L-ZK3L-M90@MY","1.586531","60.96686","-0.0039","2.8"
"NHG202501.txt","D-ZK3L-M90@MY","1.586531","60.96686","-0.0039","2.8"
"NHG202501.txt","L-ZK50","1.608858","57.913793","-0.0073","2.83"
"NHG202501.txt","D-ZK50","1.608858","57.913793","-0.0073","2.83"
"NHG202501.txt","L-ZK50@4","1.609817","58.024357","-0.0073","2.83"
"NHG202501.txt","D-ZK50@4","1.609817","58.024357","-0.0073","2.83"
"NHG202501.txt","L-ZK50@MY","1.606656","57.739755","-0.0073","2.83"
"NHG202501.txt","D-ZK50@MY","1.606656","57.739755","-0.0073","2.83"
"NHG202501.txt","L-LAK6","1.693496","53.187004","-0.0068","3.5"
"NHG202501.txt","D-LAK6","1.693496","53.187004","-0.0068","3.5"
"NHG202501.txt","L-LAK6@4","1.694656","53.299782","-0.0068","3.5"
"NHG202501.txt","D-LAK6@4","1.694656","53.299782","-0.0068","3.5"
"NHG202501.txt","L-LAK6@MY","1.69081","53.017919","-0.0068","3.5"
"NHG202501.txt","D-LAK6@MY","1.69081","53.017919","-0.0068","3.5"
"NHG202501.txt","D-LAK6-M90","1.692703","53.173345","-0.0095","3.5"
"NHG202501.txt","L-LAK6-M90","1.692703","53.173345","-0.0095","3.5"
"NHG202501.txt","D-LAK6-M90@4","1.693842","53.25532","-0.0095","3.5"
"NHG202501.txt","L-LAK6-M90@4","1.693842","53.25532","-0.0095","3.5"
"NHG202501.txt","D-LAK6-M90@MY","1.690014","52.97829","-0.0092","3.5"
"NHG202501.txt","L-LAK6-M90@MY","1.690014","52.97829","-0.0092","3.5"
"NHG202501.txt","L-ZF10","1.688941","31.094838","0.003","2.86"
"NHG202501.txt","D-ZF10","1.688941","31.094838","0.003","2.86"
"NHG202501.txt","L-ZF10@MY","1.684573","31.276862","0.003","2.86"
"NHG202501.txt","D-ZF10@MY","1.684573","31.276862","0.003","2.86"
"NHG202501.txt","L-ZF10A","1.68893","31.075184","0.0075","2.9"
"NHG202501.txt","D-ZF10A","1.68893","31.075184","0.0075","2.9"
"NHG202501.txt","L-ZF10A@4","1.690673","30.976129","0.0075","2.9"
"NHG202501.txt","D-ZF10A@4","1.690673","30.976129","0.0075","2.9"
"NHG202501.txt","L-ZF10A@MY","1.685281","31.280136","0.0075","2.9"
"NHG202501.txt","D-ZF10A@MY","1.685281","31.280136","0.0075","2.9"
"NHG202501.txt","D-ZF10A-M270","1.686464","31.341715","0.007","2.9"
"NHG202501.txt","L-ZF10A-M270","1.686464","31.341715","0.007","2.9"
"NHG202501.txt","D-ZF10A-M270@MY","1.682712","31.551158","0.0135","2.9"
"NHG202501.txt","L-ZF10A-M270@MY","1.682712","31.551158","0.0135","2.9"
"NHG202501.txt","D-ZF10A-M270@4","1.688105","31.241899","0.0077","2.9"
"NHG202501.txt","L-ZF10A-M270@4","1.688105","31.241899","0.0077","2.9"
"NHG202501.txt","L-ZF52N","1.846657","23.774737","0.0196","3.36"
"NHG202501.txt","D-ZF52N","1.846657","23.774737","0.0196","3.36"
"NHG202501.txt","L-ZF52N@MY","1.841269","23.943263","0.0196","3.36"
"NHG202501.txt","D-ZF52N@MY","1.841269","23.943263","0.0196","3.36"
"NHG202501.txt","L-ZF93","2.001708","20.702338","0.0328","6.02"
"NHG202501.txt","D-ZF93","2.001708","20.702338","0.0328","6.02"
"NHG202501.txt","L-LAF050","1.768011","49.240158","-0.0091","4.56"
"NHG202501.txt","D-LAF050","1.768011","49.240158","-0.0091","4.56"
"NHG202501.txt","L-LAF050@4","1.769167","49.321373","-0.0091","4.56"
"NHG202501.txt","D-LAF050@4","1.769167","49.321373","-0.0091","4.56"
"NHG202501.txt","L-LAF050@MY","1.765171","49.217926","-0.0091","4.56"
"NHG202501.txt","D-LAF050@MY","1.765171","49.217926","-0.0091","4.56"
"NHG202501.txt","L-LAF50","1.772495","49.46528","-0.0077","4.62"
"NHG202501.txt","D-LAF50","1.772495","49.46528","-0.0077","4.62"
"NHG202501.txt","L-LAF50@4","1.773713","49.554893","-0.0077","4.62"
"NHG202501.txt","D-LAF50@4","1.773713","49.554893","-0.0077","4.62"
"NHG202501.txt","L-LAF50@MY","1.769633","49.32991","-0.0077","4.62"
"NHG202501.txt","D-LAF50@MY","1.769633","49.32991","-0.0077","4.62"
"NHG202501.txt","L-LAF50-170","1.774196","49.412664","-0.0108","4.62"
"NHG202501.txt","D-LAF50-170","1.774196","49.412664","-0.0108","4.62"
"NHG202501.txt","L-LAF50-170@4","1.775413","49.488431","-0.0108","4.62"
"NHG202501.txt","D-LAF50-170@4","1.775413","49.488431","-0.0108","4.62"
"NHG202501.txt","L-LAF50-170@MY","1.771333","49.254187","-0.0108","4.62"
"NHG202501.txt","D-LAF50-170@MY","1.771333","49.254187","-0.0108","4.62"
"NHG202501.txt","L-LAF731","1.730765","40.505047","-0.0049","3.21"
"NHG202501.txt","D-LAF731","1.730765","40.505047","-0.0049","3.21"
"NHG202501.txt","L-LAF731@4","1.731655","40.512038","-0.0049","3.21"
"NHG202501.txt","D-LAF731@4","1.731655","40.512038","-0.0049","3.21"
"NHG202501.txt","L-LAF731@MY","1.72869","40.412434","-0.0049","3.21"
"NHG202501.txt","D-LAF731@MY","1.72869","40.412434","-0.0049","3.21"
"NHG202501.txt","L-LAF743","1.743301","49.337395","-0.0095","4.23"
"NHG202501.txt","D-LAF743","1.743301","49.337395","-0.0095","4.23"
"NHG202501.txt","L-LAF743@4","1.744468","49.417815","-0.0095","4.23"
"NHG202501.txt","D-LAF743@4","1.744468","49.417815","-0.0095","4.23"
"NHG202501.txt","L-LAF743@MY","1.740608","49.280811","-0.0095","4.23"
"NHG202501.txt","D-LAF743@MY","1.740608","49.280811","-0.0095","4.23"
"NHG202501.txt","L-ZLAF50","1.801377","45.432639","-0.0078","4.81"
"NHG202501.txt","D-ZLAF50","1.801377","45.432639","-0.0078","4.81"
"NHG202501.txt","L-ZLAF52L","1.806098","40.720842","-0.008","4.43"
"NHG202501.txt","D-ZLAF52L","1.806098","40.720842","-0.008","4.43"
"NHG202501.txt","L-ZLAF52L@4","1.807348","40.771891","-0.008","4.43"
"NHG202501.txt","D-ZLAF52L@4","1.807348","40.771891","-0.008","4.43"
"NHG202501.txt","L-ZLAF52L@MY","1.803423","40.687831","-0.008","4.43"
"NHG202501.txt","D-ZLAF52L@MY","1.803423","40.687831","-0.008","4.43"
"NHG202501.txt","L-ZLAF52N","1.809992","41.012662","-0.0081","4.47"
"NHG202501.txt","D-ZLAF52N","1.809992","41.012662","-0.0081","4.47"
"NHG202501.txt","L-ZLAF52N@4","1.811186","41.041599","-0.0081","4.47"
"NHG202501.txt","D-ZLAF52N@4","1.811186","41.041599","-0.0081","4.47"
"NHG202501.txt","L-ZLAF52N@MY","1.807311","40.957648","-0.0081","4.47"
"NHG202501.txt","D-ZLAF52N@MY","1.807311","40.957648","-0.0081","4.47"
"NHG202501.txt","L-ZLAF52N-M170","1.808343","40.93257","-0.0086","4.47"
"NHG202501.txt","D-ZLAF52N-M170","1.808343","40.93257","-0.0086","4.47"
"NHG202501.txt","L-ZLAF52N-M170@4","1.809577","40.962317","-0.0086","4.47"
"NHG202501.txt","D-ZLAF52N-M170@4","1.809577","40.962317","-0.0086","4.47"
"NHG202501.txt","L-ZLAF52N-M170@MY","1.805663","40.879778","-0.0086","4.47"
"NHG202501.txt","D-ZLAF52N-M170@MY","1.805663","40.879778","-0.0086","4.47"
"NHG202501.txt","L-ZLAF53","1.834407","37.267764","-0.0021","4.46"
"NHG202501.txt","D-ZLAF53","1.834407","37.267764","-0.0021","4.46"
"NHG202501.txt","L-ZLAF53@4","1.835905","37.286877","-0.0021","4.46"
"NHG202501.txt","D-ZLAF53@4","1.835905","37.286877","-0.0021","4.46"
"NHG202501.txt","L-ZLAF53@MY","1.830883","37.183277","-0.0021","4.46"
"NHG202501.txt","D-ZLAF53@MY","1.830883","37.183277","-0.0021","4.46"
"NHG202501.txt","L-ZLAF814","1.814743","37.039035","-0.0058","4.2"
"NHG202501.txt","D-ZLAF814","1.814743","37.039035","-0.0058","4.2"
"NHG202501.txt","L-ZLAF814@MY","1.811259","37.08392","-0.0058","4.2"
"NHG202501.txt","D-ZLAF814@MY","1.811259","37.08392","-0.0058","4.2"
"NHG202501.txt","L-ZLAF851","1.851348","40.098795","-0.007","4.81"
"NHG202501.txt","D-ZLAF851","1.851348","40.098795","-0.007","4.81"
"NHG202501.txt","L-ZLAF851@4","1.852638","40.128045","-0.007","4.81"
"NHG202501.txt","D-ZLAF851@4","1.852638","40.128045","-0.007","4.81"
"NHG202501.txt","L-ZLAF851@MY","1.848506","40.060413","-0.007","4.81"
"NHG202501.txt","D-ZLAF851@MY","1.848506","40.060413","-0.007","4.81"
"NHG202501.txt","F4","1.620047","36.340514","0","3.57"
"NHG202501.txt","ZF1","1.647693","33.832464","0.0019","3.85"
"NHG202501.txt","ZF2","1.672702","32.169327","0.0009","4.07"
"NHG202501.txt","ZF3","1.717368","29.498247","0.0021","4.46"
"NHG202501.txt","ZF4","1.728257","28.328065","0.0019","4.52"
"NHG202501.txt","ZF6","1.755209","27.540108","0.0036","4.78"
"NHG202501.txt","ZF7L","1.805187","25.457996","0.0094","5.17"
"NHG202501.txt","ZF13","1.78472","25.754997","0.0139","4.89"
"NHG202501.txt","LAF5","1.75364","37.67144","-0.0009","4.16"
"NHG202501.txt","ZLAF58","1.80336","31.443231","0.0025","4.86"
"NHG202501.txt","IRG102","1.679506","53.248942","0","3.1"
"NHG202501.txt","IRG104","1.662518","57.090442","0","3.4"
"NHG202501.txt","IRG105","1.946277","22.754122","0","5.62"
"NHG202501.txt","IRG201","0","4.42","4","17"
"NHG202501.txt","IRG202","0","4.41","2","12.5"
"NHG202501.txt","IRG203","0","4.71","4","12.5"
"NHG202501.txt","IRG204","0","4.72","2","10"
"NHG202501.txt","IRG205","0","4.68","3","13.5"
"NHG202501.txt","IRG206","0","4.63","1","10"
"NHG202501.txt","IRG207","0","4.49","3","12"
"NHG202501.txt","IRG208","0","3.19","4","12"
"NHG202501.txt","IRG209","0","5.31","3","17"
"PLASTIC2020.txt","OKP4HTL","1.632809","23.335639","0","1"
"PLASTIC2020.txt","OKP1","1.642199","22.408848","0","1"
"PLASTIC2020.txt","APL5014","1.544502","55.991882","0","1.04"
"PLASTIC2020.txt","APL5014CL","1.544502","55.986991","0","1.0489"
"PLASTIC2020.txt","AD5503","1.584178","30.374199","0","1"
"PLASTIC2020.txt","APL5514ML","1.544919","55.929938","0","1.04"
"PLASTIC2020.txt","EP3500","1.57309","37.665527","0.023","1"
"PLASTIC2020.txt","EP4500","1.616094","25.794582","0.024","1"
"PLASTIC2020.txt","EP5000","1.636164","23.916758","0.033","1"
"PLASTIC2020.txt","EP6000","1.639746","23.503337","0.036","1"
"PLASTIC2020.txt","EP7000","1.65079","21.544648","0.051","1"
"PLASTIC2020.txt","EP8000","1.661316","20.381513","0.052","1"
"PLASTIC2020.txt","EP9000","1.671385","19.275802","0.058","1"
"PLASTIC2020.txt","OKP4","1.607283","26.645105","0","1"
"PLASTIC2020.txt","OKP4HT","1.631911","23.415194","0","1"
"PLASTIC2020.txt","SP-1516","1.614301","25.754003","0","1"
"PLASTIC2020.txt","SP-3810","1.639267","23.352359","0","1"
"PLASTIC2020.txt","SP-5580","1.585002","28.210316","0","1"
"PLASTIC2020.txt","330R","1.509398","56.474468","0","0.95"
"PLASTIC2020.txt","480R","1.52512","56.281563","0","1.01"
"PLASTIC2020.txt","F4520","1.511159","57.124179","0","1.08"
"PLASTIC2020.txt","T62R","1.536497","55.980688","0","1.03"
"PLASTIC2020.txt","F52R","1.534611","56.072141","0","1.02"
"PLASTIC2020.txt","E48R","1.531131","55.753857","0","1.01"
"PLASTIC2020.txt","K26R","1.535037","55.7107","0","1.01"
"PLASTIC2020.txt","APL5014GH","1.544919","55.929938","0","1.04"
